"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en","countrycode_wb","region","country","capacity","score","year","capacity_category","category"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Antimicrobial Resistance",60,2017,"Prevent","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Zoonotic Disease",50,2017,"Prevent","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Food Safety",60,2017,"Prevent","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Biosafety and Biosecurity",30,2017,"Prevent","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Immunization",100,2017,"Prevent","green"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","National Laboratory System",60,2017,"Detect","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Real-Time Surveillance",70,2017,"Detect","green"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Reporting",50,2017,"Detect","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Human Resources (Animal and human health sector)",50,2017,"Detect","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Preparedness",20,2017,"Respond","red"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Emergency Response Operations",50,2017,"Respond","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Linking Public Health and Security Authorities",80,2017,"Respond","green"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Medical Countermeasures",20,2017,"Respond","red"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Risk Communication",70,2017,"Respond","green"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Events Points of Entry (PoEs)",70,2017,"Other Hazards","green"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Chemical Events",40,2017,"Other Hazards","yellow"
"Sri Lanka","LKA","South Asia","Lower middle income","IDA",NA,"Sri Lanka","LKA","South-East Asia Region","Sri Lanka","Radiation Emergencies",40,2017,"Other Hazards","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","National Legislation, Policy and Financing",40,2017,"Prevent","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","IHR Coordination, Communication and Advocacy",20,2017,"Prevent","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Antimicrobial Resistance",30,2017,"Prevent","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Zoonotic Disease",60,2017,"Prevent","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Food Safety",40,2017,"Prevent","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Biosafety and Biosecurity",40,2017,"Prevent","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Immunization",60,2017,"Prevent","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","National Laboratory System",50,2017,"Detect","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Real-Time Surveillance",60,2017,"Detect","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Reporting",40,2017,"Detect","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Human Resources (Animal and human health sector)",10,2017,"Detect","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Preparedness",20,2017,"Respond","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Emergency Response Operations",20,2017,"Respond","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Linking Public Health and Security Authorities",80,2017,"Respond","green"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Medical Countermeasures",10,2017,"Respond","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Risk Communication",40,2017,"Respond","yellow"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Events Points of Entry (PoEs)",20,2017,"Other Hazards","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Chemical Events",20,2017,"Other Hazards","red"
"Lesotho","LSO","Sub-Saharan Africa","Lower middle income","IDA",NA,"Lesotho","LSO","African Region","Lesotho","Radiation Emergencies",20,2017,"Other Hazards","red"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","National Legislation, Policy and Financing",73,2018,"Prevent","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","IHR Coordination, Communication and Advocacy",80,2018,"Prevent","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Antimicrobial Resistance",70,2018,"Prevent","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Zoonotic Disease",80,2018,"Prevent","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Food Safety",100,2018,"Prevent","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Biosafety and Biosecurity",50,2018,"Prevent","yellow"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Immunization",90,2018,"Prevent","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","National Laboratory System",80,2018,"Detect","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Real-Time Surveillance",73,2018,"Detect","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Reporting",80,2018,"Detect","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Human Resources (Animal and human health sector)",55,2018,"Detect","yellow"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Preparedness",80,2018,"Respond","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Emergency Response Operations",86,2018,"Respond","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Linking Public Health and Security Authorities",80,2018,"Respond","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Medical Countermeasures",60,2018,"Respond","yellow"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Risk Communication",55,2018,"Respond","yellow"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Events Points of Entry (PoEs)",60,2018,"Other Hazards","yellow"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Chemical Events",70,2018,"Other Hazards","green"
"Lithuania","LTU","Europe & Central Asia","High income",NA,"EMU","Lithuania","LTU","European Region","Lithuania","Radiation Emergencies",90,2018,"Other Hazards","green"
"Luxembourg","LUX","Europe & Central Asia","High income",NA,"EMU","Luxembourg","LUX",NA,NA,NA,NA,NA,NA,NA
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","National Legislation, Policy and Financing",90,2017,"Prevent","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","IHR Coordination, Communication and Advocacy",80,2017,"Prevent","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Antimicrobial Resistance",60,2017,"Prevent","yellow"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Zoonotic Disease",80,2017,"Prevent","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Food Safety",100,2017,"Prevent","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Biosafety and Biosecurity",50,2017,"Prevent","yellow"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Immunization",100,2017,"Prevent","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","National Laboratory System",80,2017,"Detect","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Real-Time Surveillance",80,2017,"Detect","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Reporting",80,2017,"Detect","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Human Resources (Animal and human health sector)",20,2017,"Detect","red"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Preparedness",90,2017,"Respond","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Emergency Response Operations",60,2017,"Respond","yellow"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Linking Public Health and Security Authorities",80,2017,"Respond","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Medical Countermeasures",40,2017,"Respond","yellow"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Risk Communication",60,2017,"Respond","yellow"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Events Points of Entry (PoEs)",70,2017,"Other Hazards","green"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Chemical Events",60,2017,"Other Hazards","yellow"
"Latvia","LVA","Europe & Central Asia","High income",NA,"EMU","Latvia","LVA","European Region","Latvia","Radiation Emergencies",60,2017,"Other Hazards","yellow"
"Macao SAR, China","MAC","East Asia & Pacific","High income",NA,NA,"Macao SAR China","MAC",NA,NA,NA,NA,NA,NA,NA
"St. Martin (French part)","MAF","Latin America & Caribbean","High income",NA,NA,"Saint Martin (French part)","MAF",NA,NA,NA,NA,NA,NA,NA
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","National Legislation, Policy and Financing",50,2016,"Prevent","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","IHR Coordination, Communication and Advocacy",80,2016,"Prevent","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Antimicrobial Resistance",30,2016,"Prevent","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Zoonotic Disease",70,2016,"Prevent","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Food Safety",80,2016,"Prevent","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Biosafety and Biosecurity",40,2016,"Prevent","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Immunization",100,2016,"Prevent","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","National Laboratory System",70,2016,"Detect","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Real-Time Surveillance",50,2016,"Detect","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Reporting",80,2016,"Detect","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Human Resources (Animal and human health sector)",40,2016,"Detect","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Preparedness",80,2016,"Respond","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Emergency Response Operations",80,2016,"Respond","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Linking Public Health and Security Authorities",80,2016,"Respond","green"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Medical Countermeasures",60,2016,"Respond","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Risk Communication",60,2016,"Respond","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Events Points of Entry (PoEs)",60,2016,"Other Hazards","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Chemical Events",50,2016,"Other Hazards","yellow"
"Morocco","MAR","Middle East & North Africa","Lower middle income","IBRD",NA,"Morocco","MAR","Eastern Mediterranean Region","Morocco","Radiation Emergencies",70,2016,"Other Hazards","green"
"Monaco","MCO","Europe & Central Asia","High income",NA,NA,"Monaco","MCO",NA,NA,NA,NA,NA,NA,NA
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","National Legislation, Policy and Financing",60,2018,"Prevent","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","IHR Coordination, Communication and Advocacy",80,2018,"Prevent","green"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Antimicrobial Resistance",50,2018,"Prevent","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Zoonotic Disease",50,2018,"Prevent","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Food Safety",60,2018,"Prevent","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Biosafety and Biosecurity",50,2018,"Prevent","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Immunization",80,2018,"Prevent","green"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","National Laboratory System",70,2018,"Detect","green"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Real-Time Surveillance",66,2018,"Detect","green"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Reporting",70,2018,"Detect","green"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Human Resources (Animal and human health sector)",55,2018,"Detect","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Preparedness",40,2018,"Respond","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Emergency Response Operations",53,2018,"Respond","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Linking Public Health and Security Authorities",60,2018,"Respond","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Medical Countermeasures",40,2018,"Respond","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Risk Communication",60,2018,"Respond","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Events Points of Entry (PoEs)",50,2018,"Other Hazards","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Chemical Events",50,2018,"Other Hazards","yellow"
"Moldova","MDA","Europe & Central Asia","Upper middle income","IBRD",NA,"Moldova","MDA","European Region","Republic of Moldova","Radiation Emergencies",40,2018,"Other Hazards","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","National Legislation, Policy and Financing",20,2017,"Prevent","red"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","IHR Coordination, Communication and Advocacy",40,2017,"Prevent","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Antimicrobial Resistance",20,2017,"Prevent","red"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Zoonotic Disease",50,2017,"Prevent","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Food Safety",40,2017,"Prevent","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Biosafety and Biosecurity",30,2017,"Prevent","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Immunization",60,2017,"Prevent","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","National Laboratory System",40,2017,"Detect","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Real-Time Surveillance",60,2017,"Detect","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Reporting",50,2017,"Detect","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Human Resources (Animal and human health sector)",30,2017,"Detect","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Preparedness",30,2017,"Respond","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Emergency Response Operations",40,2017,"Respond","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Linking Public Health and Security Authorities",20,2017,"Respond","red"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Medical Countermeasures",10,2017,"Respond","red"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Risk Communication",40,2017,"Respond","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Events Points of Entry (PoEs)",20,2017,"Other Hazards","red"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Chemical Events",30,2017,"Other Hazards","yellow"
"Madagascar","MDG","Sub-Saharan Africa","Low income","IDA","HIPC","Madagascar","MDG","African Region","Madagascar","Radiation Emergencies",20,2017,"Other Hazards","red"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","National Legislation, Policy and Financing",70,2017,"Prevent","green"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","IHR Coordination, Communication and Advocacy",80,2017,"Prevent","green"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Antimicrobial Resistance",30,2017,"Prevent","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Zoonotic Disease",50,2017,"Prevent","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Food Safety",40,2017,"Prevent","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Biosafety and Biosecurity",40,2017,"Prevent","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Immunization",90,2017,"Prevent","green"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","National Laboratory System",50,2017,"Detect","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Real-Time Surveillance",70,2017,"Detect","green"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Reporting",70,2017,"Detect","green"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Human Resources (Animal and human health sector)",20,2017,"Detect","red"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Preparedness",30,2017,"Respond","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Emergency Response Operations",30,2017,"Respond","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Linking Public Health and Security Authorities",40,2017,"Respond","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Medical Countermeasures",10,2017,"Respond","red"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Risk Communication",40,2017,"Respond","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Events Points of Entry (PoEs)",40,2017,"Other Hazards","yellow"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Chemical Events",20,2017,"Other Hazards","red"
"Maldives","MDV","South Asia","Upper middle income","IDA",NA,"Maldives","MDV","South-East Asia Region","Maldives","Radiation Emergencies",20,2017,"Other Hazards","red"
"Mexico","MEX","Latin America & Caribbean","Upper middle income","IBRD",NA,"Mexico","MEX",NA,NA,NA,NA,NA,NA,NA
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","National Legislation, Policy and Financing",40,2019,"Prevent","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","IHR Coordination, Communication and Advocacy",60,2019,"Prevent","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Antimicrobial Resistance",40,2019,"Prevent","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Zoonotic Disease",40,2019,"Prevent","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Food Safety",40,2019,"Prevent","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Biosafety and Biosecurity",20,2019,"Prevent","red"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Immunization",70,2019,"Prevent","green"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","National Laboratory System",55,2019,"Detect","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Real-Time Surveillance",66,2019,"Detect","green"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Reporting",70,2019,"Detect","green"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Human Resources (Animal and human health sector)",50,2019,"Detect","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Preparedness",40,2019,"Respond","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Emergency Response Operations",73,2019,"Respond","green"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Linking Public Health and Security Authorities",60,2019,"Respond","yellow"
